FILE_NAME,GROUP_NAME,GOLD_TABNUMBER,EXTRACTED_TABNUMBER,RESULT,FIELD_NAME,CHILD_GOLD,CHILD_EXTRACTED
train.64db13ba-5c8c-4f7a-9255-1fbb8d7897b0.html,product_group,,,,quantity,,2.00
train.64db13ba-5c8c-4f7a-9255-1fbb8d7897b0.html,product_group,,,,price,,12.00
train.67c97e5d-2359-4210-9c61-96bf22f18ed2.html,product_group,,1,"FP,FN"
train.67c97e5d-2359-4210-9c61-96bf22f18ed2.html,product_group,,,,product,Testing,
train.67c97e5d-2359-4210-9c61-96bf22f18ed2.html,product_group,,,,quantity,2.00,2.00
train.67c97e5d-2359-4210-9c61-96bf22f18ed2.html,product_group,,,,price,75.00,
train.67c97e5d-2359-4210-9c61-96bf22f18ed2.html,product_group,,0,FP
train.67c97e5d-2359-4210-9c61-96bf22f18ed2.html,product_group,,,,product,,Saw XMTML CSS. a-d PHP walk neOvw Vtfudci yngle aulo reipcvtfng  ccmaci
train.67c97e5d-2359-4210-9c61-96bf22f18ed2.html,product_group,,,,quantity,,15.00
train.74c88592-32f2-4b36-812e-423400fa362d.html,product_group,,0,"FP,FN"
train.74c88592-32f2-4b36-812e-423400fa362d.html,product_group,,,,product,Install 3 Air Fresheners,Carpet Cleaning
train.74c88592-32f2-4b36-812e-423400fa362d.html,product_group,,,,quantity,3.00,1.00
train.74c88592-32f2-4b36-812e-423400fa362d.html,product_group,,,,price,5.00,589.00
train.74ee9e41-465c-49da-bb5b-2cb6582ec45b.html,product_group,,,FN
train.74ee9e41-465c-49da-bb5b-2cb6582ec45b.html,product_group,,,,product,TELECOM MAINTENANCE AGREEMENT,
train.74ee9e41-465c-49da-bb5b-2cb6582ec45b.html,product_group,,,,quantity,1.00,
train.74ee9e41-465c-49da-bb5b-2cb6582ec45b.html,product_group,,,,price,425.00,
train.75190e93-c093-4dcd-b45c-ab7df506775d.html,product_group,,0,FP
train.75190e93-c093-4dcd-b45c-ab7df506775d.html,product_group,,,,price,,50.00
train.8a17ce28-e4c1-4423-b647-968628636241.html,product_group,,1,"FP,FN"
train.8a17ce28-e4c1-4423-b647-968628636241.html,product_group,,,,product,"_ , . includes card readcr, receipt phnter. iPad Complete Kit POS , .stand, & cash drawer","_ , . includes card readcr, receipt phnter. iPad     Complete Kit POS , .     stand, & cash drawer"
train.8a17ce28-e4c1-4423-b647-968628636241.html,product_group,,,,quantity,1.00,1.00
train.8a17ce28-e4c1-4423-b647-968628636241.html,product_group,,,,price,649.00,649.00
train.8a17ce28-e4c1-4423-b647-968628636241.html,product_group,,2,FP
train.8a17ce28-e4c1-4423-b647-968628636241.html,product_group,,,,quantity,,SU8.00
train.8a17ce28-e4c1-4423-b647-968628636241.html,product_group,,0,FP
train.8a17ce28-e4c1-4423-b647-968628636241.html,product_group,,,,product,,Card Reader For iPhone & iPad
train.8a17ce28-e4c1-4423-b647-968628636241.html,product_group,,,,quantity,,2.00
train.8a17ce28-e4c1-4423-b647-968628636241.html,product_group,,,,price,,19.00
train.9da25f54-c87b-46f4-82a1-b4a2db30abe8.html,product_group,,0,"FP,FN"
train.9da25f54-c87b-46f4-82a1-b4a2db30abe8.html,product_group,,,,product,Product narro,Product narro
train.9da25f54-c87b-46f4-82a1-b4a2db30abe8.html,product_group,,,,quantity,1.00,1.00
train.9da25f54-c87b-46f4-82a1-b4a2db30abe8.html,product_group,,,,price,0.00,50.90
train.b74ec8ad-ee3c-4e88-8f49-733765ebab19.html,product_group,,0,"FP,FN"
train.b74ec8ad-ee3c-4e88-8f49-733765ebab19.html,product_group,,,,product,HP LaserJet 5200,PS.V860.05
train.b74ec8ad-ee3c-4e88-8f49-733765ebab19.html,product_group,,,,quantity,1.00,1.00.00
train.b74ec8ad-ee3c-4e88-8f49-733765ebab19.html,product_group,,,,price,1100.00,100.00
train.baaed2d8-76d4-434d-b44b-32c393feab1d.html,product_group,,1,"FP,FN"
train.baaed2d8-76d4-434d-b44b-32c393feab1d.html,product_group,,,,product,One line product description,
train.baaed2d8-76d4-434d-b44b-32c393feab1d.html,product_group,,,,quantity,2.00,2.00
train.baaed2d8-76d4-434d-b44b-32c393feab1d.html,product_group,,,,price,420.00,420.00
train.baaed2d8-76d4-434d-b44b-32c393feab1d.html,product_group,,0,FP
train.baaed2d8-76d4-434d-b44b-32c393feab1d.html,product_group,,,,product,,line - in fact. it occupies 2 lines
train.baaed2d8-76d4-434d-b44b-32c393feab1d.html,product_group,,,,quantity,,1.00
train.baaed2d8-76d4-434d-b44b-32c393feab1d.html,product_group,,,,price,,199.99
train.cb6090c9-5241-4b4b-8f73-5dd8bae6a176.html,product_group,,0,FP
train.cb6090c9-5241-4b4b-8f73-5dd8bae6a176.html,product_group,,,,quantity,,10.00
